location,mid,lo,hi
Cambodia,0.996565776690039,0.995640426770547,0.997363969080713
Cameroon,0.926822132922096,0.920531704815589,0.932844009984405
Côte d'Ivoire,0.810665541036243,0.806540456630888,0.814790631017131
Mozambique,0.693075920244838,0.688610416078153,0.697475165579512
Sierra Leone,0.741915765638009,0.737129702430338,0.746637811689995
Uganda,0.936340321696347,0.934088321698203,0.93852945159862
All,0.895072981305264,0.588435690061476,0.976147422153661
