location,mid,lo,hi
Cambodia,0.0353643253802325,0.0327193247516715,0.0381256726282614
Cameroon,0.906465700299945,0.864145408636363,0.952151232009063
Côte d'Ivoire,0.754216581195487,0.737240350257145,0.771939301450524
Mozambique,0.420301686382569,0.409394410810706,0.431764914589974
Sierra Leone,0.965156946707968,0.941372564433492,0.989502010746502
Uganda,0.319402980097319,0.31253017728222,0.326207690063442
All,0.395523583389985,0.118902324076865,1.3192331027009
