location,mid,lo,hi
All,0.723134174446817,0.618968451378607,0.778851484837522
Côte d'Ivoire,0.73301313537959,0.710695028443561,0.752327644448363
Cameroon,0.746906284918761,0.72552378746911,0.765724207023017
Cambodia,0.632960267974138,0.613672717412554,0.649155546831584
Mozambique,0.764137652251233,0.751833553316306,0.775185823662242
Sierra Leone,0.654785928944844,0.618621479742558,0.685729114475379
Uganda,0.864198258252748,0.857372989066954,0.870273592804673
