type,location,mid,lo,hi
model,Côte d'Ivoire,0.073250651034923,0.022068190358096,0.172842376452032
model,Cameroon,0.440293524884626,0.345375099476833,0.542382046985329
model,Cambodia,0.242255897550164,0.183783057450735,0.31259174706317
model,Sierra Leone,0.268800971028417,0.199944333661812,0.34653078547545
model,All,0.244063242123761,0.076832150350224,0.579117929708319
